tDocumento;tTipoDocumento;tCodigoCliente;tCortesia;nNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nVenta;nRecargo;nDescuento;nPrecioOficial;nPropina;ntotal;nAbono;nVuelto;tCortesiaPago;tEstadoDocumento;tClientePago;tTurno;fPago;tCaja;tUsuario;tUsuarioAutoriza;fRegistro;tUsuarioAnulado;fRegistroAnulado;tObservacion;tSalon;tEmision;tConsumo;lReplica;tAutorizacion;tCodigoControl;tImpresora;tSerieImpresora;fDiaContable;tDescuento;fInicio;fCaducidad;tContribuyenteEspecial;tNumeroAutorizacion;nDescuentoNeto;lEnvioOfisis;lEstadoFacturacion;tRespFacturacion;lImpresionMonedaExtranjera;lImpresionAut;tImprTermica;tReserva;lAnticipo;femision;nLey1;UsuarioReimpresion;nReimpresion;CodigoVisaNet;CodigoMercadoPago;CodigoMercadoPagoEstatico;tordenCompra;tMotivoAnulacion
T00013000084160;2;;;53,90625;9,703125;5,390625;0;69;0;23;0;NULL;NULL;69;0;NULL;2;NULL;1800000368;25/07/2018 18:36;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:36;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;1;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084159;2;;;15,625;2,8125;1,5625;0;20;0;0;0;NULL;NULL;20;0;NULL;2;NULL;1800000368;25/07/2018 18:29;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:29;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084158;2;;;33,59375;6,046875;3,359375;0;43;0;0;0;NULL;NULL;43;0;NULL;2;NULL;1800000368;25/07/2018 18:28;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:28;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084157;2;;;3,125;0,5625;0,3125;0;4;0;0;0;NULL;NULL;4;0;NULL;2;NULL;1800000368;25/07/2018 18:28;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:27;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084156;2;;;7,8125;1,40625;0,78125;0;10;0;0;0;NULL;NULL;10;0;NULL;2;NULL;1800000368;25/07/2018 18:27;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:26;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084155;2;;;49,21875;8,859375;4,921875;0;63;0;0;0;NULL;NULL;100;37;NULL;2;NULL;1800000368;25/07/2018 18:23;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:23;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084154;2;;;7,8125;1,40625;0,78125;0;10;0;0;0;NULL;NULL;10;0;NULL;2;NULL;1800000368;25/07/2018 18:22;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:22;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084153;2;;;34,375;6,1875;3,4375;0;44;0;0;0;NULL;NULL;44;0;NULL;2;NULL;1800000368;25/07/2018 18:21;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:21;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084152;2;;;20,3125;3,65625;2,03125;0;26;0;0;0;NULL;NULL;26;0;NULL;2;NULL;1800000368;25/07/2018 18:20;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:20;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084151;2;;;32,8125;5,90625;3,28125;0;42;0;0;0;NULL;NULL;100;58;NULL;2;NULL;1800000368;25/07/2018 18:19;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:19;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084150;2;;;58,59375;10,546875;5,859375;0;75;0;0;0;NULL;NULL;75;0;NULL;2;NULL;1800000368;25/07/2018 18:18;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:18;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084149;2;;;13,28125;2,390625;1,328125;0;17;0;0;0;NULL;NULL;17;0;NULL;2;NULL;1800000368;25/07/2018 18:14;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:14;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084148;2;;;21,875;3,9375;2,1875;0;28;0;0;0;NULL;NULL;100;72;NULL;2;NULL;1800000368;25/07/2018 18:12;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:12;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084147;2;;;4,6875;0,84375;0,46875;0;6;0;0;0;NULL;NULL;100;94;NULL;2;NULL;1800000368;25/07/2018 18:12;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:11;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084146;2;;;14,0625;2,53125;1,40625;0;18;0;0;0;NULL;NULL;18;0;NULL;2;NULL;1800000368;25/07/2018 18:10;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:10;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084145;2;;;28,125;5,0625;2,8125;0;36;0;0;0;NULL;NULL;36;0;NULL;2;NULL;1800000368;25/07/2018 18:10;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:10;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084144;2;;;6,25;1,125;0,625;0;8;0;0;0;NULL;NULL;10;2;NULL;2;NULL;1800000368;25/07/2018 18:07;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:07;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084143;2;;;18,75;3,375;1,875;0;24;0;0;0;NULL;NULL;24;0;NULL;2;NULL;1800000368;25/07/2018 18:06;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:06;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084142;2;;;19,921875;3,5859375;1,9921875;0;25,5;0;8,5;0;NULL;NULL;27,5;2;NULL;2;NULL;1800000368;25/07/2018 18:05;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:04;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;0;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084141;2;;;11,71875;2,109375;1,171875;0;15;0;0;0;NULL;NULL;57;42;NULL;2;NULL;1800000368;25/07/2018 18:02;1;MRAMIREZ;MRAMIREZ;25/07/2018 18:02;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084140;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;14;0;NULL;2;NULL;1800000368;25/07/2018 17:58;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:58;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084139;2;;;54,6875;9,84375;5,46875;0;70;0;0;0;NULL;NULL;70;0;NULL;2;NULL;1800000368;25/07/2018 17:57;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:57;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084138;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;20;8;NULL;2;NULL;1800000368;25/07/2018 17:57;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:56;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084137;2;;;22,65625;4,078125;2,265625;0;29;0;0;0;NULL;NULL;29;0;NULL;2;NULL;1800000368;25/07/2018 17:56;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:56;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084136;2;;;17,1875;3,09375;1,71875;0;22;0;0;0;NULL;NULL;22;0;NULL;2;NULL;1800000368;25/07/2018 17:55;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:55;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084135;2;;;4,6875;0,84375;0,46875;0;6;0;2;0;NULL;NULL;6;0;NULL;2;NULL;1800000368;25/07/2018 17:55;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:55;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;1;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084134;2;;;28,125;5,0625;2,8125;0;36;0;0;0;NULL;NULL;36;0;NULL;2;NULL;1800000368;25/07/2018 17:48;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:48;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084133;2;;;31,25;5,625;3,125;0;40;0;0;0;NULL;NULL;100;60;NULL;2;NULL;1800000368;25/07/2018 17:46;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:45;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084132;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;20;6;NULL;2;NULL;1800000368;25/07/2018 17:45;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:45;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084131;2;;;29,6875;5,34375;2,96875;0;38;0;0;0;NULL;NULL;50;12;NULL;2;NULL;1800000368;25/07/2018 17:45;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:44;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084130;2;;;10,15625;1,828125;1,015625;0;13;0;0;0;NULL;NULL;20;7;NULL;2;NULL;1800000368;25/07/2018 17:43;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:43;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084129;2;;;34,375;6,1875;3,4375;0;44;0;0;0;NULL;NULL;50;6;NULL;4;;1800000368;25/07/2018 17:43;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:43;victoria atoche;25/07/2018 17:48;CAMBIO PEDIDO;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084128;2;;;39,0625;7,03125;3,90625;0;50;0;0;0;NULL;NULL;50;0;NULL;2;NULL;1800000368;25/07/2018 17:41;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:40;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;1;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084127;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;12;0;NULL;2;NULL;1800000368;25/07/2018 17:40;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:39;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084126;2;;;29,6875;5,34375;2,96875;0;38;0;0;0;NULL;NULL;38;0;NULL;2;NULL;1800000368;25/07/2018 17:39;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:39;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084125;2;;;29,6875;5,34375;2,96875;0;38;0;0;0;NULL;NULL;50;12;NULL;2;NULL;1800000368;25/07/2018 17:36;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:36;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084124;2;;;17,1875;3,09375;1,71875;0;22;0;0;0;NULL;NULL;50;28;NULL;2;NULL;1800000368;25/07/2018 17:36;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:35;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084123;2;;;21,09375;3,796875;2,109375;0;27;0;0;0;NULL;NULL;27;0;NULL;2;NULL;1800000368;25/07/2018 17:35;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:34;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084122;2;;;89,0625;16,03125;8,90625;0;114;0;0;0;NULL;NULL;114;0;NULL;2;NULL;1800000368;25/07/2018 17:34;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:34;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084121;2;;;26,5625;4,78125;2,65625;0;34;0;0;0;NULL;NULL;34;0;NULL;2;NULL;1800000368;25/07/2018 17:32;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:32;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084120;2;;;42,96875;7,734375;4,296875;0;55;0;0;0;NULL;NULL;55;0;NULL;2;NULL;1800000368;25/07/2018 17:30;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:29;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084119;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;12;0;NULL;2;NULL;1800000368;25/07/2018 17:29;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:29;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084118;2;;;28,125;5,0625;2,8125;0;36;0;0;0;NULL;NULL;36;0;NULL;2;NULL;1800000368;25/07/2018 17:28;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:28;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084117;2;;;32,03125;5,765625;3,203125;0;41;0;0;0;NULL;NULL;50;9;NULL;2;NULL;1800000368;25/07/2018 17:27;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:27;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084116;2;;;14,0625;2,53125;1,40625;0;18;0;0;0;NULL;NULL;20;2;NULL;2;NULL;1800000368;25/07/2018 17:27;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:26;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084115;2;;;54,6875;9,84375;5,46875;0;70;0;0;0;NULL;NULL;100;30;NULL;2;NULL;1800000368;25/07/2018 17:26;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:26;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084114;2;;;21,875;3,9375;2,1875;0;28;0;0;0;NULL;NULL;28;0;NULL;2;NULL;1800000368;25/07/2018 17:21;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:20;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084113;2;;;31,0546875;5,58984375;3,10546875;0;39,75;0;13,25;0;NULL;NULL;39,75;0;NULL;2;NULL;1800000368;25/07/2018 17:15;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:14;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;1;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084112;2;;;34,375;6,1875;3,4375;0;44;0;0;0;NULL;NULL;44;0;NULL;2;NULL;1800000368;25/07/2018 17:11;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:11;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084111;2;;;5,46875;0,984375;0,546875;0;7;0;0;0;NULL;NULL;10;3;NULL;2;NULL;1800000368;25/07/2018 17:08;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:08;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084110;2;;;35,15625;6,328125;3,515625;0;45;0;0;0;NULL;NULL;45;0;NULL;2;NULL;1800000368;25/07/2018 17:07;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:06;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084109;2;;;5,46875;0,984375;0,546875;0;7;0;0;0;NULL;NULL;7;0;NULL;2;NULL;1800000368;25/07/2018 17:05;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:05;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084108;2;;;6,25;1,125;0,625;0;8;0;0;0;NULL;NULL;10;2;NULL;2;NULL;1800000368;25/07/2018 17:04;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:04;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084107;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;20;6;NULL;2;NULL;1800000368;25/07/2018 17:04;1;MRAMIREZ;MRAMIREZ;25/07/2018 17:04;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084106;2;;;60,15625;10,828125;6,015625;0;77;0;0;0;NULL;NULL;77;0;NULL;2;NULL;1800000368;25/07/2018 16:54;1;MRAMIREZ;MRAMIREZ;25/07/2018 16:54;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;25/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
